"Long","Lat","Stn_Name","Clim_ID","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD"
"-77.700","46.200","RAPIDE DES JOACHIMS","7086380","QC","-15.8","19","-3.6","0.2","13","-36.0","15","26.0","10","NA","26.0","10","NA","","6","","","NA","405.0","0.0"
"-79.034","48.246","ROUYN","7086716","QC","-19.1","0","NA","-5.7","0","-36.8","0","","","NA","32.1","0","NA","","18","","","NA","1149.7","0.0"
"-74.975","49.823","CHAPAIS","7091299","QC","-22.9","0","NA","-8.2","0","-42.1","0","","","NA","","","NA","","","","","NA","1267.0","0.0"
"-74.533","49.767","CHIBOUGAMAU CHAPAIS A","7091404","QC","-23.2","0","NA","-9.8","0","-40.4","0","38.4","0","NA","37.4","0","NA","48.0","11","","","NA","1278.0","0.0"
"-77.700","53.633","LA GRANDE RIVIERE A","7093715","QC","-25.1","0","-1.9","-12.5","0","-38.0","0","15.8","0","48.0","15.8","0","51.0","24.0","6","","","NA","1335.8","0.0"
"-73.679","53.757","LA GRANDE IV A","7093GJ3","QC","","","NA","","","","","24.2","0","NA","24.2","0","NA","50.0","5","","","NA","",""
"-73.683","53.750","LA GRANDE IV","7093GJ5","QC","-26.3","0","NA","-10.5","0","-46.4","0","","","NA","27.0","0","NA","","7","","","NA","1374.2","0.0"
"-77.805","49.766","MATAGAMI  A","7094637","QC","-22.5","0","NA","-8.4","0","-38.0","0","","","NA","28.5","0","NA","","10","","","NA","1255.6","0.0"
"-77.787","48.056","VAL-D'OR A","7098600","QC","","","NA","","","","","38.4","0","NA","38.4","0","NA","39.0","11","","","NA","",""
"-77.787","48.056","VAL-D'OR A","7098603","QC","-20.4","0","NA","-5.8","0","-41.9","0","","","NA","34.5","0","NA","","12","","","NA","1188.9","0.0"
"-78.283","48.800","LAC BERRY","709CEE9","QC","-21.1","0","-3.0","-7.0","0","-43.0","0","28.0","0","67.0","28.0","0","63.0","48.0","7","","","NA","1211.1","0.0"
"-77.750","55.283","KUUJJUARAPIK A","7103536","QC","-24.5","0","-1.2","-11.1","0","-38.7","0","22.9","0","78.0","17.3","0","62.0","80.0","5","","","NA","1316.4","0.0"
"-78.083","58.467","INUKJUAK A","710S005","QC","-24.5","0","NA","-7.5","0","-36.0","0","","","NA","6.0","0","NA","","2","","","NA","1316.4","0.0"
"-68.417","58.100","KUUJJUAQ A","7113534","QC","-22.6","0","2.1","-3.4","0","-40.1","0","24.4","0","75.0","24.4","0","77.0","26.0","8","","","NA","1260.0","0.0"
"-72.976","57.909","RIVIERE AUX FEUILLES","7116505","QC","-25.8","3","NA","-7.3","3","-41.3","1","","","NA","4.3","6","NA","","1","","","NA","1226.6","0.0"
"-66.817","54.800","SCHEFFERVILLE A","7117825","QC","-23.7","0","NA","-2.3","0","-37.8","0","","","NA","32.0","0","NA","","7","","","NA","1293.6","0.0"
"-66.800","54.800","SCHEFFERVILLE A","7117827","QC","-23.7","0","NA","-2.3","0","-37.8","0","","","NA","32.0","0","NA","","7","","","NA","1293.6","0.0"
"-64.950","45.600","ALMA","8100200","NB","-9.3","3","-1.9","6.0","2","-27.5","2","0.1","2","NA","0.5","2","NA","32.0","0","0.0","30.9583333333333333333333333333333333333","NA","763.5","0.0"
"-67.716","46.712","AROOSTOOK","8100300","NB","-15.7","0","-3.1","0.0","0","-40.5","0","84.6","0","117.0","84.6","0","86.0","60.0","10","","","NA","1044.5","0.0"
"-64.833","47.802","BAS CARAQUET","8100467","NB","-12.9","0","NA","0.4","0","-27.8","0","","","NA","77.5","0","NA","","13","","","NA","957.3","0.0"
"-64.867","47.800","BAS CARAQUET","8100468","NB","","","NA","","","","","114.2","0","NA","114.2","0","NA","91.0","16","","","NA","",""
"-65.748","47.629","BATHURST A","8100503","NB","-14.6","0","-3.7","2.1","0","-35.5","0","89.5","0","124.0","87.6","0","103.0","67.0","10","","","NA","1009.6","0.0"
"-65.067","47.750","BERTRAND","8100518","NB","-12.5","0","-2.4","1.0","0","-29.0","0","120.6","0","170.0","120.6","0","133.0","102.0","16","","","NA","945.7","0.0"
"-67.584","46.651","BON ACCORD","8100566","NB","-15.6","18","-3.3","-4.0","14","-33.0","18","13.0","10","NA","13.0","10","NA","0.0","4","","","NA","436.4","0.0"
"-64.768","46.430","BUCTOUCHE CDA CS","8100593","NB","-12.4","0","NA","1.2","0","-30.2","0","30.0","20","NA","54.5","0","NA","27.0","11","","","NA","941.3","0.0"
"-66.334","47.990","CHARLO AUTO","8100885","NB","-14.6","0","NA","1.7","0","-31.9","0","","","NA","33.9","10","NA","60.0","7","","","NA","1011.3","0.0"
"-65.465","47.009","MIRAMICHI RCS","8100989","NB","-15.0","5","NA","-0.1","5","-33.0","5","","","NA","69.6","6","NA","48.0","11","","","NA","858.4","0.0"
"-66.140","46.553","DOAKTOWN","8101200","NB","-13.6","1","-2.9","0.5","1","-37.5","1","95.0","1","NA","95.0","1","NA","119.0","11","","","NA","948.1","0.0"
"-68.324","47.417","EDMUNDSTON","8101303","NB","-19.2","0","NA","-1.7","0","-43.6","0","","","NA","61.7","0","NA","78.0","12","","","NA","1153.7","0.0"
"-66.528","45.872","FREDERICTON A","8101500","NB","-13.5","0","-4.1","0.7","0","-34.5","0","66.8","0","96.0","65.9","0","69.0","45.0","9","","","NA","976.3","0.0"
"-66.609","45.920","FREDERICTON CDA CS","8101605","NB","-13.6","0","NA","0.1","0","-35.0","0","","","NA","67.8","0","NA","39.0","10","","","NA","979.8","0.0"
"-64.950","45.600","FUNDY PARK (ALMA) CS","8101746","NB","-9.9","0","NA","5.8","0","-28.1","0","54.0","22","NA","128.9","0","NA","31.0","11","","","NA","863.6","0.0"
"-66.450","45.839","GAGETOWN AWOS A","8101794","NB","-13.2","0","NA","1.5","0","-34.4","0","","","NA","69.5","0","NA","","12","","","NA","966.1","0.0"
"-66.150","45.783","GAGETOWN 2","8101800","NB","-11.6","0","-3.0","3.5","0","-32.5","0","73.5","0","109.0","82.9","0","79.0","0.0","11","","","NA","917.8","0.0"
"-66.802","44.712","GRAND MANAN SAR CS","8101925","NB","-7.6","0","NA","7.3","0","-20.9","0","36.0","24","NA","91.5","0","NA","19.0","9","","","NA","794.8","0.0"
"-64.767","47.750","HAUT SHIPPAGAN","8102206","NB","-12.8","2","-3.0","1.0","2","-29.5","2","102.0","2","NA","102.0","2","NA","96.0","12","","","NA","894.4","0.0"
"-65.007","46.770","KOUCHIBOUGUAC CS","8102328","NB","-12.9","0","NA","1.3","0","-30.4","0","52.0","25","NA","94.1","1","NA","70.0","10","","","NA","957.1","0.0"
"-66.899","45.954","MACTAQUAC PROV PARK","8102536","NB","-12.3","2","-2.3","13.5","2","-39.0","2","61.0","2","NA","61.0","2","NA","0.0","7","","","NA","879.8","0.0"
"-65.165","45.694","MECHANIC SETTLEMENT","8102848","NB","-12.5","0","NA","4.7","0","-29.1","0","","","NA","86.9","0","NA","22.0","11","","","NA","946.6","0.0"
"-64.494","48.009","MISCOU ISLAND (AUT)","8103050","NB","-12.0","0","NA","0.6","0","-25.5","0","","","NA","58.8","0","NA","77.0","10","","","NA","930.9","0.0"
"-64.790","46.101","MONCTON","8103100","NB","-10.2","2","-2.1","2.5","2","-31.0","2","49.4","2","NA","60.0","2","NA","0.0","11","","","NA","819.1","0.0"
"-64.688","46.104","MONCTON A","8103200","NB","-11.9","0","-3.0","3.1","0","-30.7","0","55.5","0","71.0","72.8","0","70.0","28.0","10","0.0","30.9583333333333333333333333333333333333","NA","926.0","0.0"
"-66.449","45.073","POINT LEPREAU CS","8104201","NB","-8.1","0","NA","7.5","0","-24.7","0","30.0","23","NA","89.6","0","NA","19.0","9","","","NA","807.6","0.0"
"-64.867","46.667","REXTON","8104400","NB","-11.1","0","-2.0","2.5","0","-30.0","0","54.0","0","74.0","54.0","0","55.0","0.0","7","","","NA","900.8","0.0"
"-65.886","45.318","SAINT JOHN A","8104900","NB","-11.6","0","-3.7","7.1","0","-33.2","0","86.3","0","134.0","130.0","0","105.0","30.0","14","","","NA","918.2","0.0"
"-67.832","47.158","ST LEONARD A","8104928","NB","-16.8","0","-4.2","-1.3","0","-38.8","0","79.4","0","102.0","72.6","0","79.0","93.0","10","","","NA","1080.1","0.0"
"-67.253","45.210","ST. STEPHEN","8104935","NB","-12.8","0","NA","2.6","0","-32.8","0","","","NA","80.1","0","NA","43.0","9","","","NA","953.4","0.0"
"-65.533","45.717","SUSSEX","8105200","NB","-11.6","2","-3.1","4.5","2","-34.0","2","56.2","2","NA","83.2","2","NA","18.0","12","","","NA","857.4","0.0"
"-64.900","46.000","TURTLE CREEK","8105520","NB","","","","","","","","44.3","0","63.0","49.4","0","50.0","","10","","","NA","",""
"-66.415","47.456","UPSALQUITCH LAKE","8105551","NB","-16.5","0","-3.4","-5.0","0","-32.0","0","59.0","0","88.0","59.0","0","69.0","92.0","11","","","NA","1070.0","0.0"
"-67.554","46.170","WOODSTOCK","8105600","NB","-14.3","0","-2.8","-1.0","0","-35.0","0","79.8","0","104.0","79.8","0","77.0","70.0","9","","","NA","1002.3","0.0"
"-68.188","47.346","EDMUNDSTON","810AL00","NB","-17.7","0","-4.9","-2.0","0","-43.0","0","70.2","0","105.0","70.2","0","88.0","","5","","","NA","1108.2","0.0"
"-67.832","47.158","ST LEONARD CS","810I001","NB","-17.0","0","NA","-1.7","0","-38.9","0","","","NA","","","NA","","","","","NA","1084.5","0.0"
"-61.900","45.617","ANTIGONISH SNOW","8200152","NS","","","NA","","","","","87.9","0","NA","123.4","0","NA","35.0","11","","","NA","",""
"-65.472","43.451","BACCARO PT","8200255","NS","-3.0","0","NA","8.8","0","-15.8","0","","","NA","96.9","0","NA","","12","","","NA","651.0","0.0"
"-60.750","46.100","BADDECK BELL","8200301","NS","-8.0","2","NA","7.5","2","-22.5","2","59.8","2","NA","70.8","2","NA","22.0","11","","","NA","755.1","0.0"
"-62.333","44.817","BEAVER ISLAND (AUT)","8200558","NS","-4.8","0","NA","7.4","0","-19.9","0","","","NA","","","NA","","","","","NA","707.8","0.0"
"-65.300","44.833","BRIDGETOWN","8200596","NS","","","NA","","","","","98.0","0","NA","133.2","0","NA","","15","","","NA","",""
"-64.550","44.400","BRIDGEWATER","8200600","NS","-6.3","0","-1.1","9.0","0","-25.5","0","31.0","0","54.0","110.0","0","77.0","8.0","10","","","NA","754.2","0.0"
"-66.347","44.286","BRIER ISLAND","8200604","NS","-2.2","0","NA","9.8","0","-13.7","0","","","NA","70.1","0","NA","","10","","","NA","625.7","0.0"
"-62.683","45.767","CARIBOU POINT (AUT)","8200774","NS","-8.2","0","NA","8.4","0","-23.6","0","58.0","22","NA","70.4","0","NA","14.0","13","","","NA","813.2","0.0"
"-65.783","43.583","CHARLESVILLE","8200810","NS","-3.9","2","-2.0","9.5","2","-18.5","2","5.0","2","NA","5.0","2","NA","","1","","","NA","636.4","0.0"
"-60.947","46.645","CHETICAMP CS","8200827","NS","-6.5","0","NA","12.2","0","-19.7","0","68.0","17","NA","107.4","0","NA","28.0","15","","","NA","758.0","0.0"
"-62.017","45.483","COLLEGEVILLE","8201000","NS","-10.3","0","-3.9","2.0","0","-29.0","0","23.4","0","49.0","31.0","0","28.0","0.0","7","","","NA","877.7","0.0"
"-63.467","45.417","DEBERT","8201390","NS","-10.2","0","NA","7.8","0","-31.1","0","","","NA","155.0","2","NA","24.0","25","","","NA","872.7","0.0"
"-61.178","45.216","DEMING","8201410","NS","-5.4","0","-1.4","7.0","0","-20.0","0","29.0","0","95.0","104.6","0","90.0","4.0","13","","","NA","725.8","0.0"
"-64.917","44.983","GREENWOOD A","8202000","NS","-7.2","0","-1.7","9.8","0","-23.0","0","110.2","0","140.0","97.1","0","95.0","37.0","13","","","NA","782.4","0.0"
"-63.517","44.883","HALIFAX STANFIELD INT'L A","8202250","NS","-7.7","0","-1.8","8.3","0","-23.7","0","90.0","0","154.0","128.1","0","95.0","10.0","14","","","NA","796.8","0.0"
"-60.983","45.350","HART ISLAND (AUT)","8202318","NS","-5.6","0","NA","7.8","0","-19.2","0","","","NA","","","NA","","","","","NA","731.6","0.0"
"-60.400","46.667","INGONISH BEACH CS","8202502","NS","-7.3","0","NA","9.1","0","-22.3","0","101.0","20","NA","172.5","0","NA","58.0","17","","","NA","782.8","0.0"
"-65.203","44.403","KEJIMKUJIK 1","8202592","NS","-7.4","0","NA","8.0","0","-22.6","0","","","NA","135.3","2","NA","20.0","14","","","NA","788.7","0.0"
"-64.483","45.067","KENTVILLE CDA","8202800","NS","","","","","","","","","","NA","","","NA","","","0.0","30.9583333333333333333333333333333333333","NA","",""
"-64.483","45.067","KENTVILLE CDA CS","8202810","NS","-7.6","0","NA","9.0","0","-26.2","0","75.0","19","NA","82.1","0","NA","30.0","11","","","NA","795.1","0.0"
"-63.483","44.717","LAKE MAJOR","8202896","NS","-9.1","16","NA","6.0","16","-24.0","16","13.7","16","NA","54.5","16","NA","0.0","5","","","NA","406.2","0.0"
"-60.000","45.900","LOUISBOURG","8203161","NS","-6.8","1","-1.8","6.5","1","-22.5","1","43.7","1","NA","144.6","1","NA","","13","0.0","30.9583333333333333333333333333333333333","NA","742.8","0.0"
"-62.797","45.658","LYONS BROOK","8203230","NS","-8.5","3","-2.2","9.5","3","-26.0","2","87.0","2","NA","111.0","2","NA","","11","","","NA","740.6","0.0"
"-63.100","45.067","MIDDLE MUSQUODOBOIT","8203535","NS","-7.6","0","-1.5","8.5","0","-28.5","0","65.0","0","132.0","118.8","0","92.0","","14","","","NA","795.0","0.0"
"-64.241","45.760","NAPPAN AUTO","8203702","NS","-10.0","0","NA","7.4","0","-29.7","0","","","NA","69.8","1","NA","18.0","13","","","NA","866.8","0.0"
"-60.672","46.817","NORTH MOUNTAIN CS","8204161","NS","-9.3","10","NA","6.4","10","-38.9","9","152.0","17","NA","67.0","8","NA","158.0","5","","","NA","574.0","0.0"
"-63.055","45.233","UPPER STEWIACKE RCS","8204193","NS","-9.2","0","NA","9.0","0","-28.4","0","","","NA","88.9","0","NA","10.0","13","","","NA","842.3","0.0"
"-64.347","45.413","PARRSBORO","8204402","NS","-9.8","0","NA","8.8","0","-30.3","0","","","NA","76.6","0","NA","15.0","11","","","NA","862.4","0.0"
"-63.833","44.767","POCKWOCK LAKE","8204453","NS","-7.0","5","-0.8","9.0","5","-25.0","5","55.6","5","NA","167.9","5","NA","7.0","8","","","NA","649.0","0.0"
"-60.333","46.317","POINT ACONI","8204456","NS","-6.9","0","NA","8.1","0","-20.8","0","90.0","0","NA","114.0","0","NA","0.0","10","","","NA","773.4","0.0"
"-61.367","45.617","HAWKESBURY","8204493","NS","-7.0","0","NA","8.0","0","-21.6","0","","","NA","103.0","0","NA","","5","","","NA","773.7","0.0"
"-63.655","45.843","PUGWASH","8204525","NS","-13.2","26","-6.0","7.0","26","-25.5","26","10.0","26","NA","12.0","26","NA","0.0","1","","","NA","155.8","0.0"
"-60.009","43.932","SABLE ISLAND","8204700","NS","-0.8","1","NA","9.9","1","-10.7","0","","","NA","97.0","3","NA","","17","0.0","30.9583333333333333333333333333333333333","NA","562.5","0.0"
"-63.900","44.700","ST MARGARET'S BAY","8204800","NS","-6.7","0","-1.0","9.0","0","-25.0","0","72.0","0","165.0","153.5","0","118.0","","9","","","NA","765.8","0.0"
"-60.144","47.233","ST PAUL ISLAND (AUT)","8204909","NS","-6.2","0","NA","6.9","0","-17.9","0","","","NA","","","NA","","","","","NA","751.5","0.0"
"-64.033","44.933","SALMON HOLE","8205000","NS","-7.5","0","-1.1","5.0","0","-22.5","0","19.2","0","31.0","42.0","0","30.0","22.0","4","","","NA","789.6","0.0"
"-63.507","44.636","SHEARWATER AUTO","8205091","NS","-5.9","0","NA","6.4","0","-21.3","0","6.0","30","NA","103.7","0","NA","","12","","","NA","741.2","0.0"
"-63.513","44.630","SHEARWATER RCS","8205092","NS","-5.5","0","NA","8.3","0","-20.7","0","","","NA","126.7","0","NA","","14","","","NA","728.7","0.0"
"-61.900","45.617","SOUTH SIDE HARBOUR","8205193","NS","-8.7","1","NA","7.6","1","-29.8","1","49.7","1","NA","118.7","1","NA","","10","","","NA","800.8","0.0"
"-60.048","46.167","SYDNEY A","8205700","NS","-7.6","0","-2.2","7.1","0","-22.3","0","73.6","0","99.0","148.4","0","97.0","12.0","12","","","NA","794.1","0.0"
"-60.042","46.163","SYDNEY CS","8205702","NS","-7.5","0","NA","7.7","0","-22.9","0","","","NA","116.2","0","NA","","10","","","NA","790.5","0.0"
"-63.233","45.683","TATAMAGOUCHE","8205774","NS","-9.4","0","NA","11.0","0","-28.0","0","42.6","0","NA","49.0","0","NA","0.0","8","","","NA","849.3","0.0"
"-61.680","45.608","TRACADIE","8205895","NS","-9.6","20","NA","8.3","20","-23.0","20","","","NA","39.1","20","NA","","4","","","NA","303.9","0.0"
"-64.650","45.050","WATERVILLE CAMBRIDGE","8206222","NS","-7.3","0","-1.7","10.0","0","-25.0","0","89.0","0","138.0","117.9","0","106.0","17.0","14","","","NA","784.1","0.0"
"-64.664","43.990","WESTERN HEAD","8206240","NS","-4.8","0","NA","7.1","0","-19.5","0","8.0","29","NA","103.9","0","NA","","11","","","NA","706.7","0.0"
"-64.383","45.050","WHITE ROCK","8206316","NS","","","NA","","","","","6.0","12","NA","10.0","12","NA","","1","","","NA","",""
"-60.450","46.533","WRECK COVE BROOK","8206450","NS","-7.6","4","-1.9","10.0","4","-26.0","4","127.5","4","NA","187.3","4","NA","","14","","","NA","691.0","0.0"
"-66.089","43.831","YARMOUTH A","8206500","NS","-4.2","0","-1.2","8.9","0","-16.8","0","67.4","0","98.0","121.6","0","96.0","3.0","15","0.0","30.9583333333333333333333333333333333333","NA","689.4","0.0"
"-62.600","46.067","ALLISTON","8300100","PE","-8.7","0","NA","8.0","0","-24.0","0","63.9","0","NA","77.2","0","NA","35.0","12","","","NA","828.1","0.0"
"-62.600","46.067","ALLISTON SNOW","8300102","PE","","","NA","","","","","58.9","4","NA","66.2","4","NA","35.0","11","","","NA","",""
"-63.129","46.289","CHARLOTTETOWN A","8300300","PE","-9.9","0","-2.2","6.5","0","-25.6","0","98.0","0","134.0","103.2","0","102.0","41.0","15","","","NA","865.8","0.0"
"-61.988","46.460","EAST POINT (AUT)","8300418","PE","-8.5","0","NA","5.9","0","-22.6","0","","","NA","50.1","0","NA","","9","","","NA","820.5","0.0"
"-63.333","46.250","ELMWOOD","8300425","PE","-9.3","0","NA","6.0","0","-25.0","0","65.8","0","NA","89.0","0","NA","43.0","12","","","NA","846.4","0.0"
"-63.350","46.409","NEW GLASGOW","8300497","PE","-9.0","0","-1.3","7.5","0","-26.0","0","73.5","0","92.0","100.5","0","84.0","0.0","21","","","NA","837.1","0.0"
"-63.999","47.058","NORTH CAPE","8300516","PE","-10.7","0","NA","1.5","0","-24.0","0","","","NA","46.2","0","NA","","9","","","NA","888.7","0.0"
"-62.576","46.450","ST. PETERS","8300562","PE","-9.2","0","NA","7.8","0","-23.6","0","","","NA","79.0","0","NA","28.0","13","","","NA","843.7","0.0"
"-63.838","46.441","SUMMERSIDE","8300596","PE","-10.5","1","NA","4.7","1","-26.0","0","","","NA","38.4","1","NA","17.0","10","","","NA","854.9","0.0"
"-63.931","46.575","TYNE VALLEY","8300845","PE","-11.4","5","NA","5.5","5","-33.0","5","53.0","5","NA","58.8","5","NA","37.0","11","","","NA","765.5","0.0"
"-63.170","46.344","HARRINGTON CDA CS","830P001","PE","-9.9","1","NA","6.6","1","-24.7","0","","","NA","61.9","1","NA","7.0","12","","","NA","836.3","0.0"
"-53.993","47.294","ARGENTIA (AUT)","8400104","NL","-2.9","0","NA","8.0","0","-12.2","0","","","NA","60.8","0","NA","","15","","","NA","648.3","0.0"
"-56.067","48.967","BADGER (AUT)","8400301","NL","-9.1","0","NA","4.9","0","-28.1","0","53.0","19","NA","79.9","0","NA","41.0","11","","","NA","838.8","0.0"
"-55.800","47.983","BAY D'ESPOIR GEN STN","8400413","NL","-7.5","12","-1.1","7.0","12","-21.0","12","22.0","12","NA","110.3","12","NA","","8","","","NA","484.7","0.0"
"-54.843","47.431","BOAT HARBOUR","8400578","NL","-3.9","0","0.7","5.5","0","-16.0","0","105.0","0","166.0","133.0","0","100.0","36.0","17","","","NA","679.7","0.0"
"-53.114","48.667","BONAVISTA","8400601","NL","-4.8","0","NA","5.6","0","-14.2","0","","","NA","43.5","0","NA","","7","","","NA","705.8","0.0"
"-53.968","46.883","BRANCH","8400666","NL","-4.5","0","NA","7.0","0","-15.0","0","61.0","0","NA","122.5","0","NA","0.0","14","","","NA","696.5","0.0"
"-53.119","48.034","BROWNSDALE","8400675","NL","-3.8","0","NA","9.5","0","-14.0","0","68.4","0","NA","102.9","0","NA","14.0","17","","","NA","676.9","0.0"
"-56.867","48.817","BUCHANS","8400698","NL","-7.9","0","0.3","3.0","0","-19.0","0","85.0","0","96.0","93.4","0","77.0","70.0","11","","","NA","804.3","0.0"
"-57.617","47.617","BURGEO NL","8400801","NL","-5.4","0","NA","6.8","0","-16.8","0","","","NA","149.6","2","NA","41.0","14","","","NA","726.2","0.0"
"-57.333","48.167","BURNT POND","8400812","NL","-10.6","12","-0.9","5.0","12","-25.0","12","51.0","12","NA","172.1","12","NA","","10","","","NA","543.5","0.0"
"-53.316","47.579","BUTLERVILLE","8400QJK","NL","-4.3","1","NA","7.0","1","-16.5","1","63.5","1","NA","92.0","1","NA","","19","","","NA","669.4","0.0"
"-53.076","46.660","CAPE RACE (AUT)","8401000","NL","-2.8","0","NA","7.0","0","-12.2","0","","","NA","80.8","0","NA","","14","","","NA","645.5","0.0"
"-53.667","48.383","CHARLESTON","8401128","NL","-9.5","0","NA","21.0","0","-28.5","0","69.7","0","NA","86.7","0","NA","39.0","11","","","NA","851.9","0.0"
"-53.964","48.363","CLARENVILLE","8401141","NL","-7.7","0","NA","8.0","0","-25.0","0","30.0","0","NA","45.0","0","NA","","12","","","NA","797.0","0.0"
"-57.400","49.317","CORMACK","8401286","NL","-8.9","0","-0.2","2.5","0","-19.0","0","85.6","0","116.0","87.4","0","90.0","77.0","20","0.0","30.9583333333333333333333333333333333333","NA","835.2","0.0"
"-57.917","48.933","CORNER BROOK","8401298","NL","-7.6","0","NA","5.7","0","-17.2","0","","","NA","29.6","0","NA","","7","","","NA","792.9","0.0"
